"INEGI","Estado","Municipio","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"20160","Oaxaca","San Jerónimo Silacayoapilla","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PRI_PVEM_PNA"
"20161","Oaxaca","San Jerónimo Sosola","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20162","Oaxaca","San Jerónimo Taviche","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20163","Oaxaca","San Jerónimo Tecóatl","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20164","Oaxaca","San Jorge Nuchita","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20165","Oaxaca","San José Ayuquila","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20166","Oaxaca","San José Chiltepec","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","MC","MC","MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","MC","MC","MC","PRI_PVEM","PRI_PVEM","PT_Morena_PES"
"20167","Oaxaca","San José del Peñasco","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20168","Oaxaca","San José Estancia Grande","PRI","PRI","PRI","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","","","","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI"
"20169","Oaxaca","San José Independienteendencia","PRI","PRI","PAN","PAN","PAN","PRD","PRD","PRD","PRD","PRD","PRD","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_MC"
"20170","Oaxaca","San José Lachiguiri","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20171","Oaxaca","San José Tenango","PRD","PRD","PRI","PRI","PRI","PRD","PRD","PRD","PRD","PRD","PRD","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","MC","MC","PT_Morena_PES"
"20172","Oaxaca","San Juan Achiutla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20173","Oaxaca","San Juan Atepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20174","Oaxaca","Ánimas Trujano","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20175","Oaxaca","San Juan Bautista Atatlahuca","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20176","Oaxaca","San Juan Bautista Coixtlahuaca","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20177","Oaxaca","San Juan Bautista Cuicatlán","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD","PAN_PRD","PRI_PVEM_PNA"
"20178","Oaxaca","San Juan Bautista Guelache","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20179","Oaxaca","San Juan Bautista Jayacatlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20180","Oaxaca","San Juan Bautista Lo de Soto","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","MC","MC","MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PUP","PUP","PUP","PRI_PVEM","PRI_PVEM","PT_Morena_PES"
"20181","Oaxaca","San Juan Bautista Suchitepec","PAN","PAN","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PAN_PRD_MC"
"20182","Oaxaca","San Juan Bautista Tlacoatzintepec","PRD","PRD","PRI","PRI","PRI","PVEM","PVEM","PVEM","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","Morena","Morena","PT_Morena_PES"
"20183","Oaxaca","San Juan Bautista Tlachichilco","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20184","Oaxaca","San Juan Bautista Tuxtepec","PAN","PAN","PAN","PAN","PAN","PRD","PRD","PRD","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PT","PT","PNA"
"20185","Oaxaca","San Juan Cacahuatepec","PRI","PRI","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","MC","MC","PT_Morena_PES"
"20186","Oaxaca","San Juan Cieneguilla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20187","Oaxaca","San Juan Coatzóspam","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRS","PRS","PT_Morena_PES"
"20188","Oaxaca","San Juan Colorado","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRD","PRD","PRD","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PAN_PRD_MC"
"20189","Oaxaca","San Juan Comaltepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20190","Oaxaca","San Juan Cotzocón","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20191","Oaxaca","San Juan Chicomezúchil","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20192","Oaxaca","San Juan Chilateca","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20193","Oaxaca","San Juan del Estado","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20194","Oaxaca","San Juan del Río","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20195","Oaxaca","San Juan Diuxi","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20196","Oaxaca","San Juan Evangelista Analco","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20197","Oaxaca","San Juan Guelavía","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20198","Oaxaca","San Juan Guichicovi","PRI","PRI","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD","PAN_PRD","PAN_PRD_MC"
"20199","Oaxaca","San Juan Ihualtepec","PAN","PAN","PAN","PAN","PAN","PAN","PAN","PAN","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD","PAN_PRD",""
"20200","Oaxaca","San Juan Juquila Mixes","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20201","Oaxaca","San Juan Juquila Vijanos","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20202","Oaxaca","San Juan Lachao","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20203","Oaxaca","San Juan Lachigalla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20204","Oaxaca","San Juan Lajarcia","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20205","Oaxaca","San Juan Lalana","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20206","Oaxaca","San Juan de los Cués","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20207","Oaxaca","San Juan Mazatlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20208","Oaxaca","San Juan Mixtepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20209","Oaxaca","San Juan Mixtepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20210","Oaxaca","San Juan Ñumí","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20211","Oaxaca","San Juan Ozolotepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20212","Oaxaca","San Juan Petlapa","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20213","Oaxaca","San Juan Quiahije","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20214","Oaxaca","San Juan Quiotepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20215","Oaxaca","San Juan Sayultepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20216","Oaxaca","San Juan Tabaá","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20217","Oaxaca","San Juan Tamazola","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20218","Oaxaca","San Juan Teita","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20219","Oaxaca","San Juan Teitipac","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20220","Oaxaca","San Juan Tepeuxila","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20221","Oaxaca","San Juan Teposcolula","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20222","Oaxaca","San Juan Yaeé","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20223","Oaxaca","San Juan Yatzona","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20224","Oaxaca","San Juan Yucuita","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20225","Oaxaca","San Lorenzo","PRD","PRD","PAN","PAN","PAN","PAN","PAN","PAN","PAN","PAN","PAN","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PNA","PNA","PNA","PAN_PRD","PAN_PRD","PAN_PRD_MC"
"20226","Oaxaca","San Lorenzo Albarradas","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20227","Oaxaca","San Lorenzo Cacaotepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20228","Oaxaca","San Lorenzo Cuaunecuiltitla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20229","Oaxaca","San Lorenzo Texmelúcan","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20230","Oaxaca","San Lorenzo Victoria","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20231","Oaxaca","San Lucas Camotlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
